C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_51_519.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_51_519.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_51_519.jpg,0,0,0,2.9342E-06
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_51_704.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_51_704.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_51_704.jpg,0,0,0,4.441433E-07
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_51_887.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_51_887.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_51_887.jpg,0,0,0,3.197701E-06
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_52_072.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_52_072.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_52_072.jpg,0,0,0,5.689663E-06
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_52_257.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_52_257.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_52_257.jpg,0,0,0,2.988035E-06
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_52_440.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_52_440.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_52_440.jpg,0,0,0,2.144636E-06
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_52_625.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_52_625.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_52_625.jpg,0,0,0,1.829022E-06
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_52_809.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_52_809.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_52_809.jpg,0,0,0,6.936115E-06
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_52_994.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_52_994.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_52_994.jpg,0,0,0,5.754597E-07
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_53_180.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_53_180.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_53_180.jpg,0,0,0,1.701327E-05
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_53_367.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_53_367.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_53_367.jpg,0,0.5520269,0,1.122384
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_53_614.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_53_614.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_53_614.jpg,0,0,0,1.154096
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_53_732.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_53_732.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_53_732.jpg,0,0,0,1.140223
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_53_918.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_53_918.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_53_918.jpg,0,0,0,1.117473
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_54_104.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_54_104.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_54_104.jpg,0,0,0,1.097387
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_54_320.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_54_320.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_54_320.jpg,0,0.5563704,0,2.281173
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_54_505.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_54_505.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_54_505.jpg,0,0.003150374,0,2.268128
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_54_689.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_54_689.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_54_689.jpg,0,0,0,2.209
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_54_845.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_54_845.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_54_845.jpg,0,0.5590314,0,3.36771
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_55_031.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_55_031.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_55_031.jpg,0,0.001889139,0,3.338769
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_55_216.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_55_216.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_55_216.jpg,0,0,0,3.271204
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_55_403.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_55_403.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_55_403.jpg,0,0,0,3.205897
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_55_588.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_55_588.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_55_588.jpg,0,0,0,3.148236
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_55_775.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_55_775.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_55_775.jpg,0,0,0,3.091614
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_55_961.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_55_961.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_55_961.jpg,0,0,0,3.029894
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_56_147.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_56_147.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_56_147.jpg,0,0,0,2.975399
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_56_332.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_56_332.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_56_332.jpg,-0.45,0,0,2.90269
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_56_517.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_56_517.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_56_517.jpg,0,0,0,2.832683
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_56_702.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_56_702.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_56_702.jpg,-0.45,0,0,2.763527
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_56_888.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_56_888.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_56_888.jpg,-0.002137601,0,0,2.702422
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_57_076.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_57_076.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_57_076.jpg,0,0,0,2.654013
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_57_258.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_57_258.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_57_258.jpg,-0.5000001,0,0,2.580982
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_57_442.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_57_442.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_57_442.jpg,0,0,0,2.520526
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_57_627.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_57_627.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_57_627.jpg,0,0,0,2.475176
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_57_812.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_57_812.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_57_812.jpg,0,0,0,2.429318
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_57_999.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_57_999.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_57_999.jpg,-0.5000001,0,0,2.361307
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_58_183.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_58_183.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_58_183.jpg,-0.004163101,0,0,2.304195
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_58_369.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_58_369.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_58_369.jpg,0,0,0,2.258968
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_58_554.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_58_554.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_58_554.jpg,-0.45,0,0,2.202402
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_58_740.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_58_740.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_58_740.jpg,0,0,0,2.144343
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_58_925.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_58_925.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_58_925.jpg,0,0,0,2.102128
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_59_114.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_59_114.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_59_114.jpg,-0.45,0,0,2.049548
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_59_297.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_59_297.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_59_297.jpg,-0.01391001,0,0,1.996475
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_59_483.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_59_483.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_59_483.jpg,0,0,0,1.957023
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_59_669.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_59_669.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_59_669.jpg,-0.45,0,0,1.908135
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_20_59_59_855.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_20_59_59_855.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_20_59_59_855.jpg,0,0,0,1.861454
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_00_043.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_00_043.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_00_043.jpg,0,0,0,1.820894
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_00_227.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_00_227.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_00_227.jpg,-0.45,0,0,1.775655
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_00_414.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_00_414.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_00_414.jpg,-0.9000002,0,0,1.712202
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_00_600.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_00_600.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_00_600.jpg,-0.439019,0,0,1.681285
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_00_787.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_00_787.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_00_787.jpg,0,0,0,1.63888
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_00_973.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_00_973.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_00_973.jpg,0,0,0,1.60656
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_01_160.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_01_160.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_01_160.jpg,0,0,0,1.571336
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_01_345.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_01_345.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_01_345.jpg,0,0,0,1.540242
C:\Users\Administrator\Documents\data1_4\IMG\center_2017_10_19_21_00_01_529.jpg,C:\Users\Administrator\Documents\data1_4\IMG\left_2017_10_19_21_00_01_529.jpg,C:\Users\Administrator\Documents\data1_4\IMG\right_2017_10_19_21_00_01_529.jpg,0,0,0,1.509595
